draft_id,user_id,username,draft_created_time,draft_filled_time,draft_time,draft_completed_time,clock,draft_entry_id,tournament_entry_id,tournament_round_draft_entry_id,tournament_round_number,player_name,player_id,position_name,projection_adp,source,pick_order,overall_pick_number,team_pick_number,pick_created_time,pick_points,roster_points,made_playoffs
5200c20f-b74e-45bd-9720-931d0254ca65,44e38608-11b0-4e3d-9406-8518ff43ca0e,mfaulk007,2023-04-24 22:42:29-05,2023-06-29 19:17:02-05,2023-06-29 19:18:08-05,2023-06-29 20:06:04-05,30,6a1a4e3b-6d66-414e-a5e7-1f64946e0e4f,f53b9a24-916e-45c7-9e43-747db974301b,5e4b1377-a933-480b-8590-455fb7666e52,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.97,user,5,5,1,2023-06-29 19:18:56-05,285.4,1688.32,0
29c488b9-3b82-47db-9a56-5bda320fdd94,4db10802-0219-4b39-8af8-b0aafe290f2a,drunkonpappy,2023-04-24 22:39:54-05,2023-08-24 23:01:41-05,2023-08-24 23:02:46-05,2023-09-02 18:02:23-05,3600,6d03c45a-2282-4cc0-badc-397605a312cf,e8e68b4f-3d42-4d26-a7e2-78540313c1dc,a3e2ea40-20b9-4270-9c6f-93c9d8b59127,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,11.69,user,10,10,1,2023-08-25 02:39:52-05,220.6,1688.2,0
dbb6006d-8a8e-4906-a4d3-cf353f76ff53,56547a29-bd5d-4f28-9b73-74176e49aecb,sander26,2023-04-24 22:42:04-05,2023-07-28 03:05:09-05,2023-07-28 03:06:15-05,2023-07-28 03:57:07-05,30,a692f0ad-f7d6-40c3-8a84-0207944b4a9a,5fbafaaa-93b0-40ce-964c-232219b9bc4a,f05e9974-5df6-4465-8ef2-023483888e90,1,Davante Adams,56c3ad41-32a6-413e-8cf0-50912b952f92,WR,14.23,user,11,11,1,2023-07-28 03:07:53-05,136.7,1687.96,0
9097cfe8-0034-4823-af7d-0da9188571c7,830cbf0f-0c26-47e9-bd7d-f2d4f7a3d5a4,cuden,2023-04-24 22:41:48-05,2023-08-19 03:03:51-05,2023-08-19 03:04:56-05,2023-08-19 03:57:59-05,30,18382ef0-08dc-4753-8e41-1d350a778230,4c46503a-8f0a-43ab-bfd3-304edf30fdaf,aef9c269-5d8e-4a0f-a56d-b434cd178305,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.3,user,5,5,1,2023-08-19 03:06:12-05,285.4,1687.8,0
80206338-fa88-4f87-a6ea-0da7972abc0e,5228095a-ab94-4551-ad3a-bc70aa9a35eb,rduffy,2023-04-24 22:42:29-05,2023-06-24 16:17:27-05,2023-06-24 16:18:33-05,2023-06-24 17:02:38-05,30,de89afa6-5386-4051-807c-be9d7c6a0b1f,2e70bfa1-9138-4308-b7c9-83f81668db02,45fc0646-6f10-42ae-8a06-49f37805f3e3,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,10.25,user,9,9,1,2023-06-24 16:20:30-05,235.7,1687.74,0
6857c0a0-32e4-47de-90b8-cf3947ef114e,a5566850-63a6-48be-bb78-52b714699180,jibbajoe,2023-04-24 22:41:49-05,2023-08-15 21:57:48-05,2023-08-15 21:58:53-05,2023-08-15 22:43:53-05,30,7102556e-94cf-48dc-8cf8-01a20ef5920f,b5146ff5-7a32-41f5-a8f0-14c256c9b439,ca7b9b48-8bca-435f-a3f6-d8098c73cfb3,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.43,user,3,3,1,2023-08-15 21:59:01-05,285.4,1687.64,0
fe94cdc2-b478-4325-870f-14d420eadf68,3f0fffcf-b5fe-455f-a5c6-a505bfae5aa0,yourmommy,2023-04-24 22:42:20-05,2023-07-11 21:43:13-05,2023-07-11 21:44:19-05,2023-07-11 22:25:05-05,30,79322b76-4a34-4fff-9f19-2b83ac2dd6c2,d4e51650-e572-4401-b118-3039f1b0f80e,d474562a-9431-4fe9-9b16-115f549ec02b,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.76,user,3,3,1,2023-07-11 21:44:40-05,285.4,1687.54,0
1708f27f-de7c-4014-855c-d99e3fb497f2,56ca784b-973d-4a2b-9fd0-bb0bf6350686,xenq7,2023-04-24 22:42:37-05,2023-06-09 16:12:19-05,2023-06-09 16:13:24-05,2023-06-09 16:54:29-05,30,aab87bc6-ae6b-43bd-8186-899ce37d6f80,42d52dee-3dc4-401c-a856-59faac5f0264,ede80f93-a309-4cfa-94e2-e9c287a81a4a,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.99,user,3,3,1,2023-06-09 16:14:11-05,285.4,1687.46,0
5a3dff02-17d8-47ff-baa0-dc1fde107b76,ec3c99c7-a811-4c4c-a58f-3a786d5fc17f,jduke24,2023-04-24 22:42:01-05,2023-07-26 22:44:56-05,2023-07-26 22:46:02-05,2023-07-26 23:29:58-05,30,d6980398-fa27-4bc4-8d7d-3d8def55f4a4,0bf1a6c4-ec5c-44c3-b261-c07300fd85e2,ce9a0641-d804-453b-be68-a5aadbe186d8,1,A.J. Brown,dd48e78f-5a11-4056-b21e-94789a31ee6e,WR,9.41,user,12,12,1,2023-07-26 22:48:50-05,204.6,1687.14,0
e2fee12b-597a-4c89-9251-16e12419c3c8,965c13d9-55d9-4087-ac65-091297074a4c,denyankrake,2023-04-24 22:39:55-05,2023-05-21 23:39:02-05,2023-05-21 23:40:07-05,2023-05-22 00:22:30-05,30,aa3a028a-36a1-48a6-b08c-b3a351268a5e,938a9b99-6dd2-4265-82d3-26fe10899da3,ca13eecf-c16e-435b-8746-cf06a70e4eb9,1,Austin Ekeler,7e6000de-0a9b-4d12-862b-5194ce6d526c,RB,11.45,user,11,11,1,2023-05-21 23:41:56-05,115.5,1687.18,0
e4b2641c-9c1d-4bb6-a8a0-48542772becf,a8eabdbd-ed34-4b3c-a9c5-82d6fee1a761,roobear13,2023-04-24 22:41:50-05,2023-08-16 03:14:45-05,2023-08-16 03:15:51-05,2023-08-16 04:03:27-05,30,407c00bf-e9aa-429e-9535-6f6de19d23be,7eddeb28-1b1f-4bb4-9ead-97ca29beab03,a2e40630-12e5-4167-972d-93246ed6be72,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.43,user,4,4,1,2023-08-16 03:16:10-05,285.4,1686.5,0
2c12cd0b-db57-4b48-8577-2637562d45a7,84989b52-c6c4-4859-a4a6-78f6db2e7d34,mikulik28,2023-04-24 22:41:59-05,2023-07-30 12:37:06-05,2023-07-30 12:38:11-05,2023-07-30 13:17:52-05,30,b23cd97d-650a-45a5-b04e-9394944b5fe4,d405ddb7-042b-4bef-9fda-e3b9ce2adfad,1499a665-f954-4da7-ac45-a65cb2a077f2,1,Austin Ekeler,7e6000de-0a9b-4d12-862b-5194ce6d526c,RB,7.45,user,9,9,1,2023-07-30 12:39:22-05,115.5,1686.54,0
32482bb5-7e60-4a7c-b10e-791b50ddc6d6,6b558517-4db6-4b7d-b4f0-64703501afef,youngmancoffee,2023-04-24 22:41:39-05,2023-07-15 16:56:25-05,2023-07-15 16:57:30-05,2023-08-03 23:15:05-05,28800,a903f24c-c226-4fbc-aec7-c5ccda293474,b890758f-288d-421d-a3df-62d4f45f6477,f34e3dc6-08b0-467c-ad32-4614efcc2650,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.74,user,3,3,1,2023-07-16 00:21:08-05,285.4,1685.88,0
90ef9c27-19d8-43fc-9a21-d2959504b79f,c14c94d4-018d-4465-8502-9a991a54f531,hoopstar5060,2023-04-24 22:42:24-05,2023-07-05 02:42:45-05,2023-07-05 02:43:51-05,2023-07-05 03:35:19-05,30,5a994ceb-ad47-44d1-823c-94e777484fdd,3f3b9d66-84d9-4679-aa59-8c5fb8c732ec,add26e1f-70a6-434e-b9f2-8803df3912b0,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.77,user,4,4,1,2023-07-05 02:44:44-05,285.4,1685.34,0
907702ed-8c84-425b-9538-8beb3532d6b1,31106693-51ce-47ac-8649-adcc235b508a,jrockey,2023-04-24 22:39:44-05,2023-09-06 16:09:10-05,2023-09-06 16:10:15-05,2023-09-06 17:05:20-05,30,4a798d38-9449-4731-a219-da10fe911c4c,28583017-c06c-45d2-b05a-3e12acdf52da,b11d3cce-b7f6-4a66-b2b7-b3f68507fa9e,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.28,user,4,4,1,2023-09-06 16:10:50-05,285.4,1684.62,0
948d9048-13c4-4ff7-acb8-009260d24f81,2c12a079-20ff-49d1-9275-0af1b84ff11d,mikefu30,2023-04-24 22:41:40-05,2023-08-30 02:11:20-05,2023-08-30 02:12:27-05,2023-08-30 03:02:07-05,30,704d347e-4888-42e6-8eb4-61ea1cb3bb8b,ef113534-b493-4df4-850c-442cd23545b6,827e7e58-2ea5-4810-b8c0-07d628bcac3e,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.19,user,3,3,1,2023-08-30 02:12:43-05,269.6,1684.46,0
34d31950-b55a-4101-8496-6ab237c9ff49,6100ba80-d151-4aac-b7c6-7f89078e892a,donf29,2023-04-24 22:39:29-05,2023-08-26 12:29:55-05,2023-08-26 12:31:01-05,2023-09-02 20:05:57-05,3600,f5e606e0-9fd1-44ae-936c-c1bc97eff642,67915f7b-544e-4b2b-99c0-7f1045c8289d,2c5ad52e-5e29-4765-b457-1d3871d9f034,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.21,user,3,3,1,2023-08-26 14:53:11-05,285.4,1684.12,0
157be076-d168-4619-9ed8-e1d1e45a0312,a2c066b3-ace5-427c-b2dd-5c4917dff727,hkalirai,2023-04-24 22:41:57-05,2023-08-03 21:18:36-05,2023-08-03 21:19:41-05,2023-08-03 22:13:29-05,30,40c0647d-1c16-464a-8b70-e78f1fd54d4e,c9fd631f-ace5-49a8-8ba0-ebe063931d75,37f9ddb0-3c44-4f52-8ec0-67579abd57a1,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,11.3,user,12,12,1,2023-08-03 21:22:49-05,227.5,1683.5,0
6c886383-1903-4bbd-ba79-f6dda9ff2d93,6979bcb7-e14c-424a-ae9a-6ab0837ff8c8,jamessosinski1487,2023-04-24 22:41:25-05,2023-08-26 23:10:26-05,2023-08-26 23:11:32-05,2023-08-27 00:04:28-05,30,1f9611cf-dbb5-471d-b0db-bb3e0bcdcdd3,2a52acc4-961d-4b47-b644-99fbd9247e76,57fdbce0-fe56-45a8-a060-a8a605059392,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.21,user,3,3,1,2023-08-26 23:12:16-05,269.6,1683.04,0
7a863b11-9be7-447a-9060-96a5c3e7885e,da69e173-54ac-4f58-b4b5-fb4d6b207b23,emmanuelblas,2023-04-24 22:41:57-05,2023-08-01 14:18:25-05,2023-08-01 14:19:31-05,2023-08-01 15:09:22-05,30,933b10a6-ebde-47ff-a476-72a9e0880539,aca0495c-7235-4451-99bd-e4707bc0e475,fb5bc4a3-5cca-4760-95be-33e40912f964,1,Tyreek Hill,84cf37a2-d9f9-4315-a56a-c003a186023d,WR,4.89,user,5,5,1,2023-08-01 14:20:51-05,274.2,1681.06,0
ba8b93ce-4c94-4db7-a36b-a45cbe0d073f,6b37596d-54ae-4af5-9693-b8e98574ea58,tcloran,2023-04-24 22:41:50-05,2023-08-15 16:51:15-05,2023-08-15 16:52:22-05,2023-08-15 17:39:08-05,30,d8df22cb-c53f-4718-aa9f-a633e26db129,f64af21b-79db-4dfe-84f3-f0190a05c892,181704ce-5464-481b-86cb-8fa163d37b7a,1,Nick Chubb,6328d647-7cbf-4947-8a78-b7a62284baa3,RB,12.05,user,12,12,1,2023-08-15 16:53:57-05,14.7,1680.68,0
c160f94d-d9b9-4470-83fa-7a6618512fbf,d6968051-9c1d-4a0a-9c97-a773d46693b7,ajd0224,2023-04-24 22:39:27-05,2023-04-30 10:15:30-05,2023-04-30 10:16:37-05,2023-04-30 11:06:54-05,30,05f1eb0c-6594-4bbd-b3ce-e1a1149010e5,3cfaaea4-5362-476b-a4cf-44c7e94985eb,6f550dc1-b16f-41b0-9850-1eb66ea37b3e,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,2,user,6,6,1,2023-04-30 10:17:25-05,285.4,1680.78,0
522ae85f-46c9-43db-b5c9-bf9add759b90,f174bfc9-79cd-4ffc-8317-02ca65b6c378,mets11,2023-04-24 22:42:20-05,2023-07-20 02:50:36-05,2023-07-20 02:51:43-05,2023-07-20 03:40:49-05,30,e4a41921-8f58-4063-a2ca-e1e2eae809d5,3b6685ba-65a3-4aa3-8a30-653a402dcd3a,edd36dee-15cd-4540-9817-e30b4d298ff3,1,A.J. Brown,dd48e78f-5a11-4056-b21e-94789a31ee6e,WR,9.13,user,9,9,1,2023-07-20 02:53:44-05,204.6,1679.82,0
664643d0-6856-42d9-a7a7-ba31637717b6,51171c1e-1b84-42fa-a4f6-209f58042758,dylz33,2023-04-24 22:42:00-05,2023-07-29 00:03:12-05,2023-07-29 00:04:17-05,2023-07-29 00:48:06-05,30,2538aecd-4fcc-4faf-ac66-a145f14aaafa,7f925874-296b-4fc2-b2ad-f61776b43737,fc26500e-1505-4700-aebf-2212b2874d2b,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,11.2,user,12,12,1,2023-07-29 00:06:39-05,235.7,1679.68,0
22764b54-e1c6-4ac5-a826-2f85cc9f124f,fede1913-a97b-4175-854b-aafe57495582,pederson4,2023-04-24 22:42:29-05,2023-06-24 19:23:44-05,2023-06-24 19:24:49-05,2023-06-24 20:11:53-05,30,8e15f6d2-e608-43e7-981f-463ad52441b7,c0bea21b-35ab-4578-89fe-b123c0f85bb4,e1f46892-15f5-49bf-b5a0-789e5bb1543b,1,A.J. Brown,dd48e78f-5a11-4056-b21e-94789a31ee6e,WR,8.24,user,8,8,1,2023-06-24 19:26:04-05,204.6,1679.68,0
0b025568-c9eb-4d27-ae4d-0ff7ec91333f,6a3f860b-c37e-46a5-bbcd-c76ecc09a26f,billbailey38,2023-04-24 22:39:59-05,2023-07-20 09:40:08-05,2023-07-20 09:41:15-05,2023-07-31 06:54:01-05,28800,864df586-e961-4729-be8d-3f01676040fd,798fb546-b5ce-413a-b462-97bb843a8985,223f7f78-976e-4cf8-be39-3638b84891ef,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.76,user,5,5,1,2023-07-20 11:22:01-05,285.4,1679.2,0
3f8e917d-3d93-412b-b5da-e806e18afd7a,925f9106-5e78-4556-bb04-e520150e8e53,funrun,2023-04-24 22:42:00-05,2023-07-31 03:44:54-05,2023-07-31 03:45:59-05,2023-07-31 04:36:06-05,30,e9c04138-bc22-4fb7-9dd7-679576dd08b0,e95413f0-ca50-4f38-b5fe-ebbbd498c3b1,a0acf84b-d818-4f15-a34d-bdd35706c1dc,1,Stefon Diggs,25ea41e7-0529-48c6-ba65-7648bb7f9ed2,WR,8.12,user,8,8,1,2023-07-31 03:47:12-05,176.8,1679.12,0
4c2b700d-cf73-4182-89ef-9106ecbcc84d,7afd1c98-51b0-4180-9199-c57fb0be9524,keenech,2023-04-24 22:42:04-05,2023-07-25 01:24:50-05,2023-07-25 01:25:56-05,2023-07-25 02:09:17-05,30,ee462036-e1f5-4234-8235-272b791f01d7,8b0c3bb8-5850-430d-9b0b-11695ac2aad3,bad9b616-2973-4307-ba08-7280f767fc3a,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.75,user,3,3,1,2023-07-25 01:26:34-05,285.4,1678.42,0
12f8f52b-fb47-4541-b407-c9e594bc9238,7eaf01ec-585d-458f-ba97-a57fe760950e,rallydurham,2023-04-24 22:40:05-05,2023-05-29 14:12:33-05,2023-05-29 14:13:40-05,2023-05-29 14:56:18-05,30,ed52a422-673c-4866-93af-0df0fd86725a,43b88f02-2da5-4cd4-ae41-1d1cd5d99b36,66a72b09-dd4a-47c5-a40d-a3178123aa34,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,11.82,user,11,11,1,2023-05-29 14:15:42-05,219.1,1678.28,0
3efd5836-a72d-4969-82b4-479c79c8676f,ddb4c961-ad1a-44a5-a6c7-fb770c7fe4b1,jeffo715,2023-04-24 22:41:40-05,2023-08-23 15:11:07-05,2023-08-23 15:12:13-05,2023-08-23 15:53:06-05,30,98df06a7-056f-4618-b5e7-0a1cb84dabfe,d93104ba-8a50-4c67-960d-3d5e837e8c02,1d3362fe-e15f-4360-bc2f-93b1240faf57,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.28,user,3,3,1,2023-08-23 15:12:39-05,285.4,1678.12,0
87a70970-2b7f-484c-8453-18f6405ccdcb,ad50ff2d-ab94-430e-8bb0-f5ecac526d80,blakep21,2023-04-24 22:42:04-05,2023-07-23 20:57:39-05,2023-07-23 20:58:46-05,2023-07-23 21:44:51-05,30,6d561f42-7715-42d7-a65e-4e010ee6de7a,53307750-3c2c-47b5-b2b0-3dfcba57103a,c05ddf74-75f7-4a82-a632-1ddf44624ace,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,10.97,user,12,12,1,2023-07-23 21:00:51-05,227.5,1677.98,0
157ca748-1af7-4143-915f-ca8b28614820,42a3538c-03e1-405d-88e2-22f20dc22818,vettro,2023-04-24 22:41:39-05,2023-08-23 04:26:53-05,2023-08-23 04:28:00-05,2023-08-23 05:22:51-05,30,241a5b59-623a-459c-8d59-3d42da780db5,068f42d4-1529-48e8-88a2-63df22c2abb2,237abb54-a311-48bd-9749-e05f71cd8e3f,1,Bijan Robinson,2b0cbe83-48a2-41b0-b03f-42180cfc4b77,RB,7.73,user,10,10,1,2023-08-23 04:29:45-05,145,1677.98,0
1ff53f43-ab23-4459-8038-dffd0cdd112d,cc9db7ad-d704-4c77-b209-7070a2b9d2fb,eaglesfan71058,2023-04-24 22:41:52-05,2023-08-14 23:28:20-05,2023-08-14 23:29:25-05,2023-08-15 00:20:33-05,30,374a740f-b893-4122-aa4b-099217f219dd,7ecd236a-0076-46a8-bf4e-5fbbe3471b60,83e6c639-f769-431f-89fa-dbb6bbe28393,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.47,user,3,3,1,2023-08-14 23:29:36-05,285.4,1677.64,0
5db976e5-237c-4988-b0ef-998c6365d5bd,cc4857e8-a841-426c-a85f-473211342f89,kle18,2023-04-24 22:39:58-05,2023-09-03 15:14:59-05,2023-09-03 15:16:04-05,2023-09-03 15:58:05-05,30,24f85378-cbf8-4379-a6d5-41277dd5e0ca,46efde0d-addd-4680-b214-caa8cd41e7be,8b9b4516-1c8a-4c1b-9381-486dc452bb08,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.22,user,5,5,1,2023-09-03 15:16:49-05,268.2,1677.56,0
8a4b790f-55e2-428a-9a26-9f02be414054,a28cb649-47a1-4e40-a293-b37bc2a9fb06,dbarge25,2023-04-24 22:41:42-05,2023-09-02 01:46:42-05,2023-09-02 01:47:48-05,2023-09-02 02:41:57-05,30,5d322837-a98a-4ce8-b518-74124abdf5fd,d164b4bf-84bb-46d3-ba4d-d22b442a036e,879ebd81-b473-49f9-b7b2-853098412eba,1,Stefon Diggs,25ea41e7-0529-48c6-ba65-7648bb7f9ed2,WR,8.72,user,9,9,1,2023-09-02 01:50:10-05,165.3,1677.44,0
7e929ac8-5ca0-400e-b145-f6162a2a5682,725c6368-b219-49c8-bbcb-28e135c4df1a,larryreggie,2023-04-24 22:42:25-05,2023-07-04 03:50:12-05,2023-07-04 03:51:19-05,2023-07-04 04:40:25-05,30,8f6f5187-a63a-47a5-9e33-e8c465e27baa,8dc7d935-7379-48f6-9416-9bfb42e56f3e,4d18a1f9-7820-4cc5-87d0-a739e2a5e828,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.79,user,3,3,1,2023-07-04 03:51:45-05,285.4,1677.48,0
733684a7-3914-42e8-b642-08942243ab3d,7adda1c1-e303-458a-815d-4422df5697bd,sgermani,2023-04-24 22:41:50-05,2023-08-18 00:23:59-05,2023-08-18 00:25:05-05,2023-08-18 01:11:26-05,30,b956ffed-fcb2-498c-8297-2c7b8f669590,d1159956-f965-445f-b745-206b7c0f7bc2,4f1e1699-e0c6-43ba-89b5-d44e76f276d9,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.31,user,3,3,1,2023-08-18 00:25:22-05,285.4,1677.3,0
84422b64-28b9-45b4-bdea-66b84b887dda,01b56149-0cca-4480-a973-e1d213c77693,debo8881,2023-04-24 22:41:39-05,2023-08-24 22:19:30-05,2023-08-24 22:20:37-05,2023-08-24 23:08:52-05,30,a8ab8f5b-10a8-4279-9c51-d89a29b51b26,ca2d6050-f24f-4494-b2bd-c143839fd144,33f17a04-ef21-4c33-a37c-ae731d41d697,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.26,user,2,2,1,2023-08-24 22:21:16-05,285.4,1677.06,0
897ed028-719f-4bc9-babc-56bc07f79594,4b34681b-fe11-4b48-b9af-f3b9bda70cf6,spencedagreat,2023-04-24 22:41:40-05,2023-07-18 20:30:51-05,2023-07-18 20:31:56-05,2023-08-01 17:34:52-05,28800,8b8dd5d4-7b8e-4635-96eb-06b20e62d208,413b3dd2-7cef-4c45-8247-fe29e1ba8abb,df36bf3f-994c-4f8a-b932-62aee42a1631,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,10.8,user,8,8,1,2023-07-18 21:55:10-05,235.7,1675.38,0
04f003b1-ca55-4ee6-b4b5-489358d68e3e,e5dce10d-7bdc-4d5b-b173-af0eead4712a,brad,2023-04-24 22:39:32-05,2023-08-17 18:03:00-05,2023-08-17 18:04:05-05,2023-09-01 18:40:28-05,3600,a3159bb4-3c8d-44b1-a8d7-713b1b1e1b86,4f097dca-e15e-4e62-bcde-8e6a9581bec4,a2ffd9ae-9ad9-474e-94dd-389f5a307a8b,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.31,user,3,3,1,2023-08-18 01:15:27-05,285.4,1675.32,0
baf30c6d-143a-4d4f-839f-f4046687d7f7,543dc690-3f66-4b14-928e-d10ee7564399,bosbison,2023-04-24 22:41:56-05,2023-08-08 23:52:29-05,2023-08-08 23:53:35-05,2023-08-09 00:36:50-05,30,c6599d11-2052-4180-8d98-b2c09d4e91a0,24fd1ed1-b8e7-43c3-8ae2-d788d6f15469,dffe594c-fe56-49ac-9a1e-ab1ef296af00,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,11.6,user,10,10,1,2023-08-08 23:55:04-05,235.7,1675.42,0
7077954c-fd5f-44ee-89da-2f02419e14f9,70f89437-8cb2-4269-b7a4-109aa7d96dc5,scottydo23,2023-04-24 22:40:05-05,2023-06-13 12:01:34-05,2023-06-13 12:02:44-05,2023-06-26 18:18:48-05,28800,d669c5ce-ed0d-49ae-8a23-56fc8990480f,02bc9765-fe22-47d4-b0b3-b979042c2d01,2295434b-66a8-430c-a81e-290c06a44ca8,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,4.18,user,3,3,1,2023-06-13 17:46:24-05,285.4,1674.52,0
e11477d1-aa48-4040-8c0d-3e6a5cc3ddcd,9b3cc6f9-a75b-4086-bdbd-e08505101c8f,rishipatel412,2023-04-24 22:41:44-05,2023-08-31 23:06:01-05,2023-08-31 23:07:06-05,2023-08-31 23:55:57-05,30,1629fe86-551a-428c-a89f-de2f6ea629fe,0ffb6dda-d320-4990-9e06-d43cc9a3fdf2,0088a071-5d8e-4b28-8f89-d9907816145e,1,Stefon Diggs,25ea41e7-0529-48c6-ba65-7648bb7f9ed2,WR,8.77,ranking,11,11,1,2023-08-31 23:09:40-05,166.7,1673.18,0
6c83d592-decd-4768-b3d0-24fe79b42e7e,2c9912ad-12d0-4c0d-9461-52486416ac55,dmozone,2023-04-24 22:42:28-05,2023-06-26 18:09:15-05,2023-06-26 18:10:20-05,2023-06-26 18:56:50-05,30,b2b24781-96e8-47a4-9ba1-14b0928edf3b,3960bf3d-2f36-4b11-9d07-251640150c16,fbec77bc-e4f0-41a5-8da3-9b60379c167d,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,4.28,user,5,5,1,2023-06-26 18:11:01-05,285.4,1673.28,0
aafa2a74-3368-4ce1-838a-20fc802bc648,468a508e-23a2-415e-9030-37591c37d7a5,westsideliquorz,2023-04-24 22:41:42-05,2023-09-02 15:46:01-05,2023-09-02 15:47:08-05,2023-09-02 16:35:23-05,30,bb8b8268-b50c-4eaa-8801-8527c8679b4a,1f060d00-cd40-49b1-b580-bab0737eec26,065e3b83-9017-4baf-8ccb-1fb89693435e,1,Nick Chubb,6328d647-7cbf-4947-8a78-b7a62284baa3,RB,11.38,user,9,9,1,2023-09-02 15:48:39-05,14.7,1672.6,0
499bd2f4-e832-4913-a967-9eb315b13dbf,1f3b295a-8bb3-4b19-a09c-52d96bb34f0a,captpaddy,2023-04-24 22:40:00-05,2023-08-30 01:48:18-05,2023-08-30 01:49:23-05,2023-08-30 02:33:01-05,30,3ee24a4a-8426-4f83-b19d-3cba10df19f9,121b5a51-cbaf-44c2-b3ff-738cc46dfa0a,1427f7f3-0b2b-4d95-baaf-5b1ec32e8c1c,1,Tyreek Hill,84cf37a2-d9f9-4315-a56a-c003a186023d,WR,4.13,user,5,5,1,2023-08-30 01:50:26-05,265.7,1672.18,0
02e90595-7915-4e91-ba79-a82017eaa473,fc119891-69f2-4c60-a44f-ddb4ce2395d6,trevormar326,2023-04-24 22:42:28-05,2023-06-01 22:45:43-05,2023-06-01 22:46:48-05,2023-06-01 23:28:34-05,30,2320c510-ffe1-41d2-b3e0-65d6d3c54a1b,4605036a-1096-4fdd-9902-9936d2c946c6,ec37e311-f315-4f80-be69-c465b66f155e,1,Christian McCaffrey,cb7b1dc6-91ce-47b8-813c-07486371a922,RB,3.51,user,4,4,1,2023-06-01 22:47:13-05,285.4,1671.88,0
e76621fc-56af-45ff-9688-0dd9280cc06e,71e91800-5c68-48b8-aeb6-205760a3aeeb,eagles18,2023-04-24 22:41:53-05,2023-08-12 20:38:54-05,2023-08-12 20:39:59-05,2023-08-12 21:27:23-05,30,2cf2194d-2de8-40ab-8e45-26aa33c9fa68,148f9df6-e4f3-4a48-bf80-284c98f6b996,c5dcaec8-d8eb-422f-b042-5eae54652d5f,1,CeeDee Lamb,4de8084d-aa1a-43c7-9676-0def5b39e980,WR,11.45,user,12,12,1,2023-08-12 20:42:40-05,222.2,1671.5,0
21e41e09-a56d-46b1-9485-e69e1d3e4a41,5d6d2000-591e-4fd8-969b-d532f5afa521,oreojenkins,2023-04-24 22:40:35-05,2023-06-11 18:50:26-05,2023-06-11 18:51:31-05,2023-06-22 01:50:30-05,28800,e5203df2-7d7d-42fe-8138-cfa35429b0ef,fceed435-b9a0-4634-9c25-8ca19084a8a5,57a2f0b1-6a3b-4b8f-bdde-5c543be56b66,1,Travis Kelce,9ba8d5db-3aa3-4600-98f0-406a1e67bb22,TE,6.58,user,6,6,1,2023-06-11 19:24:35-05,154.7,1670.68,0
